long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,14.15,6.86,1,1,1,1,Male
1,13.06,6.82,0,0,0,0,Female
0,14.44,6.28,1,1,0,1,Male
0,13.44,6.28,1,0,1,1,Male
1,11.67,6.95,1,1,0,1,Male
1,13.76,5.75,0,0,0,0,Male
0,15.03,7.19,0,0,1,0,Male
1,12.71,5.42,0,1,0,0,Female
0,14.03,5.97,0,0,0,1,Male
0,14.42,6.67,0,1,1,1,Male
0,12.98,6.82,1,0,0,1,Male
0,14.62,5.6,0,1,1,1,Male
1,11.96,5.27,1,0,0,0,Female
1,12.39,5.71,1,0,1,1,Female
1,13.6,6.35,0,0,0,1,Female
1,15.45,5.74,1,1,0,1,Female
0,11.78,6.18,1,1,0,1,Male
0,13.46,5.86,0,0,0,1,Female
0,14.45,6.34,1,1,0,1,Male
0,15.68,6.48,1,1,1,1,Male
1,13.81,6.11,0,1,1,1,Male
0,14.41,5.87,1,1,0,1,Male
0,13.14,6.38,0,1,1,1,Male
0,10.77,5.36,0,1,0,0,Female
1,12.74,5.93,0,0,0,0,Female
1,11.82,5.78,0,1,0,0,Female
0,12.12,5.63,1,1,0,1,Female
0,14.3,6.34,1,1,1,1,Male
1,13.2,5.89,0,0,1,0,Female
0,14.08,6.29,1,1,1,1,Male
1,12.41,5.18,0,0,0,1,Female
1,13.67,6.73,0,1,1,1,Male
0,14.08,6.4,1,0,1,1,Male
1,13.17,5.77,0,0,1,0,Female
0,14.76,6.57,1,1,1,1,Male
1,13.88,6.5,1,1,1,0,Male
1,12.97,5.64,0,1,0,0,Female
1,13.82,6.56,1,1,1,1,Male
0,13.95,6.16,0,0,1,0,Female
1,13.35,5.67,1,0,0,0,Female
1,13.59,6.33,0,0,0,0,Female
0,13.09,6.03,0,0,1,0,Male
0,13.72,5.97,1,1,0,1,Male
0,13.61,5.5,1,0,1,0,Male
1,13.8,5.75,1,0,1,0,Female
0,13.67,5.83,1,1,1,1,Male
1,14.26,5.48,0,0,0,1,Female
1,13.42,6.0,0,0,0,0,Female
0,15.04,6.22,0,0,0,1,Male
0,13.38,6.03,0,1,1,0,Female
0,12.76,6.44,0,1,0,1,Male
0,11.73,7.09,1,1,0,0,Male
0,13.02,6.01,0,1,1,1,Male
0,13.76,6.19,1,1,1,1,Male
0,16.58,6.25,1,1,1,0,Male
1,13.3,6.44,0,0,0,0,Female
0,13.09,5.72,0,1,0,1,Female
0,13.39,5.7,1,0,0,1,Female
0,13.95,6.92,0,1,0,1,Male
0,14.25,6.39,0,0,1,1,Male
1,12.69,6.21,1,1,1,1,Male
0,11.62,5.14,0,0,0,0,Female
0,13.28,6.54,1,0,1,0,Male
1,13.25,7.28,1,1,0,1,Female
1,12.53,5.57,0,1,1,0,Female
0,14.77,6.2,1,1,1,1,Male
0,14.84,6.13,1,0,1,1,Male
0,12.5,6.19,1,1,0,1,Female
0,13.5,6.26,1,1,0,0,Male
1,14.11,6.28,1,1,1,0,Female
1,14.31,6.63,1,0,0,0,Male
1,14.13,5.91,1,0,1,1,Male
0,14.09,6.28,0,0,1,0,Female
1,13.5,6.97,1,0,1,1,Male
1,12.84,5.07,1,0,0,0,Female
0,16.44,6.52,0,0,1,0,Male
1,12.61,5.29,0,1,0,1,Female
1,12.48,5.7,0,0,1,0,Female
0,13.17,6.81,0,1,1,1,Male
1,13.35,5.54,1,0,0,0,Female
1,16.18,7.4,1,1,1,1,Male
0,13.6,6.85,1,1,1,1,Male
0,14.91,6.65,1,1,0,1,Male
0,12.57,6.98,0,1,0,0,Female
0,11.9,5.5,1,0,1,1,Female
1,14.79,5.8,1,0,1,1,Male
0,13.43,6.4,1,1,1,0,Male
1,12.61,5.77,0,0,0,0,Female
0,15.66,6.1,1,1,1,0,Male
1,14.98,6.53,0,1,0,0,Male
0,12.85,5.46,0,0,0,0,Female
1,14.79,6.09,1,0,1,1,Male
1,13.14,5.8,0,1,1,0,Female
1,16.02,5.89,1,0,1,0,Male
0,13.31,6.92,0,0,1,0,Female
0,14.58,6.69,1,0,1,0,Male
1,12.55,6.29,0,0,0,1,Male
0,12.45,5.79,1,0,0,0,Female
0,12.8,5.81,0,0,1,1,Male
1,14.33,5.92,1,1,1,1,Female
1,11.45,6.85,0,1,0,0,Male
1,12.91,6.0,1,1,1,1,Female
0,14.78,4.82,0,0,1,0,Female
1,13.88,5.05,0,0,0,1,Female
1,13.57,6.61,0,0,1,1,Female
0,15.38,6.61,1,0,1,1,Male
0,14.4,5.67,1,1,1,1,Male
1,11.01,5.08,0,0,0,0,Female
1,13.83,6.57,1,1,0,0,Female
0,11.41,4.8,0,0,0,0,Female
0,14.04,6.12,0,1,1,1,Male
0,12.8,6.3,0,0,1,0,Male
1,13.01,5.85,0,0,0,0,Male
1,13.17,6.8,1,1,1,0,Male
0,12.23,5.46,1,1,1,0,Female
1,12.65,6.63,0,1,0,1,Female
1,14.03,5.1,0,0,1,1,Female
1,14.39,6.01,0,0,1,0,Male
0,11.29,6.14,1,1,1,0,Male
1,14.26,5.6,1,1,1,0,Male
1,12.81,5.94,1,1,1,0,Female
1,13.32,5.5,0,1,1,0,Female
0,13.19,6.45,1,1,1,0,Male
1,11.69,5.65,0,0,0,1,Female
0,12.62,6.15,0,1,0,1,Male
0,14.2,6.12,0,1,1,0,Male
1,12.92,6.74,0,0,0,0,Female
1,14.36,6.14,1,1,0,1,Male
1,13.16,5.25,1,0,0,1,Female
0,12.67,6.44,1,0,1,0,Male
0,13.24,6.65,0,1,0,0,Female
1,10.47,5.62,0,1,1,0,Female
0,11.93,5.59,0,0,0,1,Female
0,14.64,7.25,0,1,0,1,Male
0,14.72,6.88,1,0,1,1,Male
1,13.19,5.55,0,1,1,1,Female
1,13.64,6.56,0,0,1,0,Female
0,16.55,7.23,1,0,1,1,Male
0,15.71,6.68,1,1,0,1,Male
0,13.48,6.01,0,0,1,1,Male
1,14.27,5.37,0,1,1,1,Female
0,13.59,6.61,1,0,1,1,Male
0,13.05,5.8,1,1,0,1,Male
0,12.4,5.18,0,1,0,0,Female
1,12.82,6.85,0,1,1,0,Male
0,13.93,5.39,1,1,0,1,Male
1,14.84,5.67,1,1,0,1,Male
1,13.75,5.76,0,0,0,0,Female
0,13.29,5.4,0,0,1,1,Female
1,12.66,5.31,0,0,0,0,Female
0,13.18,6.28,0,0,0,1,Female
1,14.36,6.09,0,1,1,1,Female
1,12.96,5.69,0,1,0,0,Female
1,12.11,5.77,0,1,1,0,Female
0,14.18,6.0,1,0,1,1,Male
1,14.61,5.9,0,0,1,1,Male
1,13.25,5.3,0,1,0,0,Female
0,13.63,6.48,1,0,0,0,Male
0,13.59,5.71,0,1,1,1,Male
1,12.58,5.57,0,0,0,1,Female
0,14.79,7.08,1,0,0,0,Male
0,13.35,5.84,1,0,0,1,Male
1,14.85,6.77,0,1,1,1,Male
0,14.02,6.06,1,1,1,1,Male
1,13.48,6.3,1,1,1,1,Male
1,11.86,6.08,0,0,0,0,Female
1,13.49,4.89,0,1,0,0,Female
1,13.17,5.52,1,0,1,0,Female
0,14.21,6.34,0,0,1,1,Male
1,13.87,5.62,0,0,0,1,Female
1,14.53,6.8,0,1,0,1,Male
0,14.55,5.5,0,1,1,0,Male
0,15.16,6.58,1,1,1,1,Male
0,14.97,5.61,0,1,1,1,Male
0,13.3,5.63,1,0,0,1,Female
1,12.75,6.15,0,1,0,0,Female
1,16.45,7.25,1,1,0,1,Male
0,12.68,5.66,0,0,0,0,Female
1,14.95,6.24,1,0,1,1,Male
1,13.08,5.83,1,1,0,1,Female
1,13.39,6.38,0,0,0,1,Female
0,13.88,6.5,1,1,1,0,Male
1,11.4,6.05,0,0,0,0,Female
1,15.31,7.04,1,0,1,1,Male
0,13.06,5.56,0,1,0,1,Female
0,13.74,6.41,1,1,1,0,Male
1,11.66,6.37,1,1,1,0,Male
1,11.8,5.58,0,0,0,0,Female
0,13.62,6.33,1,0,0,1,Female
0,14.33,6.19,0,0,1,0,Male
1,13.17,5.45,1,0,0,1,Female
1,12.72,5.94,0,1,1,1,Female
0,14.81,6.24,0,1,1,1,Male
1,15.67,5.6,0,0,1,1,Male
1,12.03,4.42,1,1,0,0,Female
1,14.66,5.97,1,0,0,1,Male
0,14.33,6.79,1,0,1,1,Male
0,15.02,6.39,1,1,1,1,Male
0,13.41,5.27,1,0,0,0,Female
1,12.41,5.71,1,1,1,0,Female
1,15.11,6.43,1,1,1,0,Male
1,15.43,5.51,0,0,0,0,Female
0,13.34,6.21,1,1,1,0,Male
1,13.62,4.95,0,1,0,0,Female
0,14.24,5.42,1,1,0,1,Male
0,12.63,6.05,0,1,1,1,Male
1,12.7,5.93,1,1,1,1,Female
0,13.99,6.11,0,0,0,1,Male
1,12.17,5.52,0,0,0,0,Female
1,13.88,5.4,0,1,0,0,Female
1,12.67,6.73,1,1,0,0,Male
0,13.4,5.87,0,0,1,0,Male
0,11.96,5.06,1,0,0,1,Female
0,14.67,6.95,0,0,1,0,Male
0,14.16,6.81,0,1,0,0,Male
0,14.35,6.13,1,0,1,0,Male
0,13.66,5.24,1,0,1,1,Male
1,14.5,6.59,1,1,0,1,Male
1,11.54,5.41,1,1,0,1,Female
1,13.96,4.9,0,1,1,1,Female
0,14.81,6.02,1,1,1,0,Male
0,14.29,7.02,1,1,1,1,Male
0,12.5,5.73,1,0,1,0,Male
0,12.76,5.68,0,0,1,0,Female
1,14.45,6.41,1,1,0,0,Male
1,13.73,4.97,0,0,0,1,Female
1,13.8,5.66,0,0,0,0,Female
0,12.7,6.21,1,0,1,0,Female
1,14.73,6.15,1,1,1,1,Male
0,14.11,5.58,0,0,0,1,Female
1,14.09,6.61,0,1,1,0,Male
1,12.49,5.95,1,0,0,0,Female
0,13.94,6.24,1,1,0,1,Male
1,12.35,5.46,0,0,0,1,Female
0,15.56,5.19,1,1,1,1,Male
0,12.94,5.29,0,0,0,0,Female
0,14.52,5.73,1,1,1,0,Male
1,15.24,6.64,1,0,0,0,Male
1,11.98,6.18,0,1,0,1,Male
1,14.59,6.16,1,0,1,0,Male
0,13.53,6.18,0,0,0,0,Female
0,13.53,6.01,0,0,0,1,Female
0,13.69,7.08,1,1,0,0,Male
1,13.15,6.12,0,1,0,0,Female
1,14.23,7.11,0,0,1,1,Male
0,15.35,6.64,1,1,0,1,Male
1,13.25,5.77,1,0,0,0,Female
0,14.71,7.11,1,0,1,0,Male
0,14.16,5.96,1,0,1,0,Male
1,13.49,5.47,0,0,1,0,Female
0,13.08,6.0,1,0,1,1,Male
1,13.85,6.56,1,1,1,0,Male
0,15.11,5.92,1,0,0,1,Male
0,14.46,6.22,1,1,1,1,Male
1,11.72,5.2,0,0,1,0,Female
0,12.65,5.63,0,1,0,1,Female
1,12.76,5.31,0,1,1,0,Female
0,14.11,5.83,1,1,1,1,Male
0,13.67,6.91,1,0,1,1,Male
0,12.5,5.74,1,0,0,0,Female
1,14.76,6.49,1,0,0,1,Male
0,13.54,6.44,1,0,1,1,Male
0,14.5,6.03,1,1,1,0,Male
0,13.67,5.91,1,0,1,1,Male
1,12.4,4.73,0,1,0,1,Female
0,12.25,6.21,0,0,0,0,Female
0,13.62,6.2,1,0,0,0,Female
0,13.24,6.32,1,1,1,1,Male
1,13.55,5.35,0,1,1,0,Female
0,12.82,5.92,0,0,0,0,Female
1,13.92,6.6,1,0,0,0,Male
0,14.29,6.65,1,1,0,1,Male
0,13.5,5.71,1,0,0,0,Female
1,10.82,5.23,0,0,0,1,Female
1,13.39,4.5,1,1,0,0,Female
1,13.31,6.72,1,0,1,0,Female
1,14.79,7.1,1,1,1,0,Male
1,12.85,5.79,0,1,0,0,Female
1,10.43,5.62,0,1,0,1,Female
1,15.96,6.62,0,1,1,1,Male
0,14.79,5.76,1,0,1,0,Female
0,12.96,6.76,0,0,0,1,Male
0,14.37,5.65,1,1,1,0,Male
0,13.62,6.62,1,0,1,1,Male
1,13.35,6.07,1,1,0,0,Female
1,13.66,6.03,1,0,0,0,Female
1,14.07,6.75,1,1,0,1,Male
1,13.42,4.91,0,0,0,0,Female
1,14.68,5.76,1,1,0,1,Female
0,12.84,5.85,1,1,1,1,Male
0,12.89,5.94,1,0,0,1,Male
1,12.34,6.58,0,1,1,1,Female
0,15.6,6.86,1,1,0,1,Male
1,12.21,5.94,0,0,0,0,Female
1,13.35,5.85,0,0,0,1,Female
1,13.73,4.72,0,0,0,0,Female
1,12.49,5.33,0,0,0,0,Female
1,13.69,6.43,1,0,1,0,Male
1,12.91,5.89,0,0,1,0,Male
0,11.79,5.29,0,1,1,0,Male
0,13.74,5.62,1,1,1,0,Male
0,11.62,5.43,1,1,0,1,Female
1,14.94,5.53,1,0,1,1,Female
0,14.7,6.47,1,1,0,0,Male
0,12.91,4.99,1,1,1,1,Female
1,12.6,5.28,1,0,0,1,Female
1,12.49,5.33,0,0,1,0,Female
0,13.34,6.41,1,1,1,0,Male
1,14.17,6.24,0,0,1,0,Male
0,13.58,6.87,1,1,1,0,Male
1,14.97,5.37,1,0,0,1,Female
0,14.24,6.88,1,0,0,1,Male
0,14.06,6.18,0,1,0,1,Male
1,15.56,5.8,0,0,1,0,Male
0,14.66,6.79,1,1,0,1,Male
1,13.31,5.62,1,1,1,0,Male
0,13.91,7.27,1,1,1,0,Male
1,15.1,5.59,0,0,0,0,Female
1,13.3,5.64,0,0,0,0,Female
0,16.52,5.68,1,1,1,1,Male
1,14.37,5.66,1,1,0,1,Male
0,11.82,6.07,1,0,0,0,Female
1,11.9,5.89,0,1,0,1,Female
0,12.07,5.68,0,0,1,1,Male
0,13.67,6.12,1,0,1,0,Male
1,12.01,5.62,0,1,1,1,Male
1,13.13,6.59,1,1,0,1,Male
1,14.21,5.69,0,1,0,0,Female
1,14.38,6.11,1,1,0,1,Male
1,14.0,5.66,1,1,1,1,Male
0,14.3,6.15,0,0,0,1,Male
0,13.9,6.09,0,1,0,0,Male
1,13.4,4.89,0,0,0,1,Female
1,14.8,6.4,0,1,1,1,Female
0,12.15,5.45,0,1,1,1,Female
0,14.41,6.06,1,0,1,0,Male
0,13.57,5.37,1,0,1,0,Male
1,11.46,6.25,0,0,0,1,Female
0,13.09,5.83,0,0,1,0,Male
0,14.45,5.75,0,1,1,1,Male
1,13.28,5.62,0,0,1,0,Female
1,13.43,5.14,0,0,0,0,Female
1,12.31,4.98,1,0,0,0,Female
0,11.99,4.81,0,1,0,0,Female
0,14.51,6.1,1,1,1,1,Male
0,13.34,7.01,1,0,1,0,Male
0,14.61,6.24,0,1,0,1,Female
0,13.15,5.82,1,1,1,0,Male
0,13.03,5.57,1,0,0,0,Female
1,13.27,6.25,0,0,0,0,Female
0,15.68,6.42,0,0,1,1,Male
1,11.97,5.29,0,0,0,0,Female
1,14.48,6.36,1,1,1,1,Male
0,15.48,5.88,1,1,1,0,Male
0,14.76,6.09,0,1,0,0,Male
0,14.83,6.67,0,1,1,1,Male
1,13.82,6.2,0,1,0,0,Female
1,15.3,6.07,0,1,1,1,Male
1,12.93,5.69,1,0,1,0,Female
1,12.17,5.89,0,0,1,0,Female
1,12.94,5.25,1,1,0,0,Female
1,14.04,6.54,0,0,0,1,Female
0,15.23,5.64,1,0,1,0,Male
1,15.22,6.56,0,1,1,0,Male
1,14.19,5.5,1,0,0,1,Female
1,13.2,6.3,0,0,1,0,Female
0,13.93,6.49,0,1,1,0,Male
0,12.8,6.08,0,1,1,1,Female
1,14.13,5.84,1,1,1,0,Male
1,14.31,5.59,0,0,0,1,Female
1,13.83,6.39,1,0,0,1,Male
1,12.76,5.87,1,1,0,0,Female
1,13.27,5.22,0,0,1,0,Female
0,13.39,6.86,1,1,1,0,Male
1,13.85,5.77,1,1,0,0,Female
1,11.54,6.15,0,0,0,0,Female
0,13.91,5.09,1,0,1,0,Male
1,12.83,4.81,0,1,1,1,Female
0,13.28,6.01,0,1,1,1,Male
0,14.31,5.95,1,0,1,0,Male
0,14.32,5.85,1,0,1,0,Female
0,11.88,6.2,1,0,0,0,Female
1,12.22,6.03,0,1,1,1,Female
0,14.11,5.21,0,0,1,1,Female
0,12.41,5.19,0,0,1,0,Female
1,11.48,5.86,1,0,0,1,Female
0,13.53,6.2,0,0,0,0,Female
0,15.0,6.19,1,0,1,0,Male
1,14.79,4.91,1,1,1,0,Female
0,12.91,5.98,1,0,0,1,Male
1,13.16,6.05,0,0,0,1,Female
1,12.63,5.53,1,1,0,0,Female
0,14.92,5.89,0,0,1,0,Male
1,13.36,6.23,1,0,1,1,Female
1,12.59,5.1,0,0,1,0,Female
0,14.25,7.19,1,1,1,1,Male
1,12.93,5.44,1,0,0,0,Female
1,12.02,5.88,0,1,1,1,Female
1,14.03,6.09,0,0,0,0,Female
0,14.93,6.4,1,0,1,0,Male
0,12.86,5.7,0,1,0,0,Female
1,13.61,6.13,0,1,1,0,Female
0,13.34,4.77,1,0,0,0,Female
1,12.28,5.67,0,0,0,0,Female
0,13.29,6.35,0,1,0,1,Male
0,14.82,5.99,1,0,1,1,Male
0,12.98,4.45,0,0,1,1,Female
1,13.65,6.4,0,0,0,0,Female
0,14.71,5.73,1,0,0,0,Male
0,12.05,6.54,1,1,0,0,Male
0,14.2,5.86,0,1,0,1,Female
0,15.11,5.7,1,1,0,1,Male
1,13.74,5.13,0,1,1,0,Female
0,12.49,5.77,1,0,0,1,Male
0,14.15,6.23,0,1,1,1,Male
1,13.4,5.95,1,0,1,1,Male
0,14.63,5.87,0,1,0,1,Male
1,13.79,5.88,1,0,0,1,Female
0,13.23,6.37,0,0,1,1,Male
1,11.98,5.68,0,0,1,1,Male
0,13.3,6.48,0,1,0,1,Female
1,13.84,6.04,1,0,1,0,Male
0,12.81,6.2,1,1,1,1,Male
0,12.87,5.41,0,0,1,1,Female
0,15.03,6.4,1,1,1,0,Male
1,13.66,5.55,0,1,1,0,Female
1,11.69,6.1,1,0,0,1,Female
0,14.46,6.4,0,0,0,0,Female
0,12.77,6.39,0,0,0,1,Female
1,16.06,6.72,0,1,1,1,Male
1,13.56,5.27,1,0,1,1,Female
1,14.66,5.81,1,1,0,1,Male
1,14.77,5.9,1,1,1,0,Male
0,13.86,5.8,1,1,1,0,Male
1,14.61,6.6,1,1,0,1,Male
0,14.25,5.93,1,1,1,0,Male
0,12.58,6.43,1,0,1,0,Male
0,13.67,6.43,1,1,1,1,Male
0,13.39,7.48,0,1,1,1,Male
1,13.54,6.46,0,0,1,1,Male
1,12.7,5.89,1,1,0,1,Male
1,13.45,6.25,1,0,1,1,Female
0,12.78,6.14,0,1,0,0,Female
0,12.8,5.32,0,0,0,0,Female
0,15.27,5.19,1,0,0,0,Male
1,14.76,5.14,0,1,0,0,Female
0,12.43,4.97,0,1,1,0,Female
1,11.88,5.99,0,1,1,1,Female
0,14.64,6.78,1,1,1,1,Male
1,14.23,5.52,1,0,1,0,Male
1,13.92,6.64,0,1,1,0,Male
0,15.3,6.76,1,1,1,1,Male
0,11.44,6.13,1,0,0,0,Female
0,14.11,4.66,1,0,1,0,Female
1,13.86,5.55,1,0,1,1,Female
0,12.43,6.18,1,0,0,0,Female
1,15.04,5.6,0,1,1,0,Male
0,14.55,6.09,0,0,0,1,Male
1,15.9,5.85,1,1,1,0,Male
1,12.55,5.92,1,0,1,0,Female
1,14.44,6.56,1,0,0,1,Male
0,13.16,5.72,1,1,1,1,Male
1,13.26,5.79,1,0,0,0,Female
1,14.36,4.97,0,0,1,1,Female
0,14.75,6.26,1,1,1,1,Male
0,15.83,6.8,1,1,1,1,Male
1,14.42,6.65,0,1,1,0,Male
0,15.17,6.33,0,1,1,1,Male
0,13.75,6.17,1,0,1,0,Male
0,14.62,5.41,1,1,0,0,Male
0,14.38,5.29,1,0,0,1,Female
1,12.49,5.42,1,0,1,1,Female
1,14.55,5.42,0,0,0,0,Female
0,14.95,6.4,1,1,0,0,Male
1,12.93,5.21,0,0,0,0,Female
0,12.8,6.6,1,1,1,0,Male
0,11.57,5.58,1,0,1,0,Male
1,15.66,6.01,1,1,1,0,Female
1,13.93,6.22,1,1,1,1,Male
1,13.12,5.86,1,1,1,0,Male
0,12.39,5.56,0,1,0,1,Female
0,13.12,5.34,1,1,0,1,Female
1,13.24,6.3,1,1,0,1,Female
0,11.64,6.42,1,1,1,1,Male
0,13.08,5.36,0,1,0,0,Female
1,14.32,5.49,0,1,0,0,Female
0,14.57,6.33,0,1,1,1,Male
1,13.83,6.71,0,1,0,0,Female
1,14.37,5.7,0,0,1,0,Female
1,12.44,5.78,1,0,1,0,Female
0,13.67,6.17,1,0,1,1,Male
1,13.27,6.69,1,0,1,1,Male
0,14.77,6.23,1,1,0,1,Male
0,13.08,5.7,1,0,0,1,Male
1,12.69,6.62,1,1,0,0,Female
0,14.21,6.52,1,0,0,1,Male
0,13.95,6.17,1,1,0,1,Male
1,13.85,4.45,0,1,0,0,Female
0,12.94,5.11,0,0,0,0,Female
0,11.64,5.55,0,1,0,0,Female
1,13.67,6.38,1,0,1,0,Male
1,11.63,6.07,1,0,1,1,Male
0,13.8,6.55,1,1,1,0,Male
1,14.87,5.2,1,0,1,1,Female
1,11.44,5.69,1,0,0,0,Female
0,13.5,7.13,1,0,0,1,Male
1,12.27,4.65,1,1,1,1,Female
1,13.71,5.06,0,0,0,0,Female
1,11.94,5.53,0,0,0,1,Female
1,15.54,6.26,1,0,1,0,Male
0,13.95,5.67,0,0,0,1,Female
1,13.46,6.14,1,0,0,1,Female
0,13.51,5.83,1,1,1,0,Male
1,14.75,5.96,1,0,1,0,Male
1,12.57,5.01,0,1,0,1,Female
1,12.62,5.77,0,1,0,0,Female
0,14.58,5.78,1,1,1,0,Male
1,14.74,6.46,0,1,1,1,Male
1,10.86,5.79,1,0,0,0,Female
1,12.57,5.37,0,0,0,1,Female
1,13.93,6.13,1,0,0,1,Female
1,13.26,5.98,0,1,0,1,Female
1,13.05,6.55,1,1,1,1,Male
1,10.98,5.53,0,0,0,0,Female
1,13.32,5.53,0,0,0,0,Female
0,14.17,5.72,1,1,1,0,Male
0,11.65,5.8,0,1,0,0,Female
0,14.46,6.12,1,1,1,0,Male
0,12.89,5.45,0,0,0,0,Female
0,16.07,5.87,0,1,0,0,Female
1,16.37,6.31,1,1,0,1,Male
0,13.32,7.24,0,1,0,1,Male
0,12.61,5.76,0,0,0,1,Female
1,11.38,5.02,1,0,0,1,Female
0,12.47,5.32,0,1,0,0,Female
1,13.67,5.41,0,0,1,1,Male
0,14.04,5.17,0,0,0,0,Female
0,13.45,6.64,1,1,1,0,Male
0,13.9,6.0,1,0,1,0,Male
1,12.03,6.09,0,0,0,1,Female
0,16.2,5.44,1,1,1,1,Male
0,13.39,5.72,1,0,0,0,Female
1,12.35,6.44,0,0,0,0,Female
1,12.79,4.57,0,0,1,0,Female
1,12.29,5.6,0,0,0,0,Female
1,13.04,5.16,0,1,0,1,Female
0,13.83,6.84,0,1,0,1,Male
0,12.67,6.08,0,1,1,1,Male
0,13.48,5.71,0,1,0,0,Female
1,13.63,5.34,0,0,0,1,Female
1,14.69,6.67,1,1,0,1,Male
1,13.8,6.73,1,1,1,1,Male
0,14.68,5.43,1,1,1,1,Male
0,11.73,7.06,1,0,0,0,Male
1,13.66,5.65,0,0,0,1,Female
1,12.87,5.49,0,1,0,0,Female
0,13.17,5.95,0,1,0,0,Male
0,10.48,6.19,0,0,0,1,Female
0,12.13,6.21,1,1,1,0,Male
1,11.17,5.51,1,0,1,0,Female
0,13.28,6.34,0,0,1,0,Male
1,11.66,5.86,0,0,1,0,Female
1,14.6,5.83,1,0,0,0,Male
0,15.51,7.21,0,0,1,1,Male
1,12.51,5.97,1,1,0,0,Female
0,13.46,6.51,1,0,1,1,Male
1,13.22,5.48,0,0,0,0,Female
1,11.1,5.5,0,1,0,1,Female
0,13.83,6.99,1,1,1,1,Male
1,13.32,5.08,0,0,1,1,Female
1,12.67,5.68,0,0,0,0,Female
0,12.94,6.15,0,0,0,0,Female
0,13.19,6.14,0,1,0,0,Female
1,13.76,5.51,1,1,0,1,Female
0,13.39,6.11,0,1,0,1,Male
0,12.76,6.65,0,1,0,0,Female
1,14.51,5.54,0,0,0,0,Female
1,14.42,6.05,0,1,1,1,Female
1,13.85,4.57,0,1,0,0,Female
1,13.54,5.07,1,0,0,0,Female
0,15.54,6.81,1,1,0,1,Male
1,14.92,5.2,0,0,1,0,Female
1,14.33,5.53,1,0,1,0,Male
0,13.22,6.21,0,0,0,1,Male
0,13.75,6.43,1,0,0,1,Male
1,14.31,6.51,0,1,1,1,Male
0,11.43,5.2,1,0,0,0,Female
0,14.23,7.18,1,1,1,0,Male
0,14.67,6.33,0,1,1,1,Male
0,13.12,5.38,0,0,0,1,Female
1,11.8,6.04,0,0,0,0,Female
1,12.89,6.06,0,1,1,1,Female
0,12.56,6.22,1,1,0,1,Male
1,13.62,4.79,0,0,1,1,Female
1,14.22,6.56,0,1,1,1,Female
0,13.21,5.96,1,0,1,1,Male
1,12.86,7.05,0,0,1,1,Female
1,12.84,6.03,1,0,0,0,Female
1,13.18,5.6,0,0,0,0,Female
1,12.96,5.92,1,0,0,1,Female
0,15.41,7.02,1,0,1,0,Male
0,14.23,6.21,1,1,0,1,Female
0,12.19,6.98,0,0,0,0,Female
1,13.58,5.54,1,1,1,1,Male
1,13.9,5.56,0,0,0,1,Female
0,14.87,6.19,1,0,1,1,Male
1,11.03,6.14,0,1,1,0,Female
1,12.21,5.91,1,1,0,1,Male
0,13.95,6.46,1,1,1,1,Male
0,12.46,7.03,1,1,1,0,Male
0,16.18,5.97,1,1,1,1,Male
1,12.24,5.93,0,1,0,0,Female
0,13.84,5.6,0,0,0,1,Male
1,13.69,6.31,0,1,1,0,Female
0,13.71,6.43,0,1,1,0,Male
0,13.71,6.09,1,0,1,1,Male
0,14.42,6.15,1,1,0,0,Male
0,11.54,5.56,0,0,1,0,Female
0,14.77,6.07,1,1,1,0,Male
1,12.48,5.74,0,1,0,0,Female
0,13.19,5.54,0,0,0,0,Female
0,11.49,6.27,0,0,0,0,Female
0,12.26,5.26,0,1,1,1,Female
1,13.76,4.83,0,1,1,0,Female
1,15.59,5.02,1,0,1,1,Female
0,11.02,6.2,0,0,0,0,Female
0,12.8,5.22,0,1,0,1,Female
0,13.41,5.9,1,1,1,0,Female
0,12.22,5.37,1,1,0,1,Male
1,13.76,6.86,1,0,1,1,Male
0,13.87,6.64,1,1,0,0,Male
0,13.08,5.84,1,0,0,1,Male
1,15.06,6.63,1,0,0,0,Male
1,14.22,5.54,0,0,1,0,Female
1,12.32,5.47,0,0,0,0,Female
0,12.65,7.27,0,1,1,1,Female
1,13.95,5.16,0,0,0,0,Female
1,11.97,5.67,0,1,0,0,Female
1,13.07,5.71,1,0,0,1,Female
1,11.18,5.7,0,1,0,0,Female
1,14.12,5.95,0,0,0,1,Male
0,12.91,7.2,1,1,1,0,Male
0,12.57,6.59,1,0,0,0,Male
0,14.11,4.47,1,1,1,1,Male
1,13.49,4.97,0,1,0,1,Female
0,12.42,5.73,0,1,1,0,Female
0,13.82,4.59,0,0,0,1,Female
0,13.82,6.23,1,1,1,0,Male
1,13.44,5.28,0,1,0,0,Female
1,14.24,5.35,0,0,0,1,Female
1,13.32,6.43,0,0,0,0,Female
0,13.24,6.62,1,1,0,0,Male
1,13.91,6.35,1,0,0,0,Female
0,13.86,6.4,1,1,0,1,Male
1,15.17,6.94,1,1,0,1,Male
0,13.99,6.14,1,1,0,0,Male
1,13.56,6.15,1,1,1,1,Male
1,13.28,4.79,1,1,0,1,Female
1,14.55,6.83,1,1,1,1,Male
0,13.22,6.26,1,1,0,1,Male
1,14.82,6.09,1,0,1,1,Female
1,14.09,5.81,0,1,0,1,Female
0,14.84,6.34,1,1,1,1,Male
0,11.97,5.79,0,0,0,1,Female
